Ia,Ib,Ic,Va,Vb,Vc,fault_type,location,A,B,C,G
0.180319697079658,0.854953926998774,0.683947566644672,1.09449068716879,0.433163986475506,0.455390430750344,LLG,near_source,0,1,1,1
0.714512002370061,0.614442889529653,0.635780675185242,0.334433195365881,0.677327920971352,0.750541674764103,LLLG,near_load,1,1,1,1
0.227754973010274,0.379259817978559,0.165346020671772,1.16658819524368,0.684669971896247,1.07727061392146,LG,near_load,0,1,0,1
0.189344805819126,0.69653417700346,0.574840157347788,1.10334745918245,1.17840397918112,1.16812385492188,LLG,mid_line,0,1,1,1
0.8118932844902,0.765343886050566,0.725747110954923,0.155056478695253,0.202902057179552,0.208609552750903,LLL,near_source,1,1,1,0
0.679400727547545,0.678211478281002,0.678223355696142,0.516844028237398,0.529426991395347,0.51572042518262,LLL,near_source,1,1,1,0
0.703922135842009,0.623601525465838,0.187613902435133,0.254984651657462,0.333498776426762,1.10388759448347,LLG,mid_line,1,1,0,1
0.190012982392715,0.190265290688913,0.190325347378776,1.13141395758125,1.13107655325379,1.13103961494485,NOFAULT,near_load,0,0,0,0
0.600623566256705,0.586235375333027,0.600056999828305,0.309501288123249,0.309178905988617,0.309022184013581,LLL,near_load,1,1,1,0
0.161609562951934,0.224573783904471,0.449214334915372,1.08929728805184,1.15065243116128,0.590247791304338,LG,near_load,0,0,1,1
0.540958064986412,0.190421085940284,0.701672657878279,0.58059500114454,1.13085123694189,0.587700079199748,LL,near_source,1,0,1,0
0.848817211744834,0.823109803957945,0.857420847216084,0.117040116996334,0.471883723598583,0.569787124047177,LLL,near_source,1,1,1,0
0.781522429484642,0.613004266348301,0.190151448470157,0.622102518787226,0.567580381394754,1.1312209783453,LL,near_source,1,1,0,0
0.190157984334954,0.805323127311609,0.637924952467896,1.13130204890614,0.599923483968038,0.950958134811218,LL,near_source,0,1,1,0
0.700962942297645,0.71232808928578,0.711674655143984,0.165310278623987,0.163656303467263,0.166608960227763,LLL,near_source,1,1,1,0
0.698231090838414,0.696540709655209,0.696336337904276,0.526503537503826,0.565686327524271,0.574450152847479,LLLG,near_source,1,1,1,1
0.695231050892318,0.583050900005654,0.622301985660183,0.363246183900114,0.62622698324673,0.689954429059455,LLL,near_load,1,1,1,0
0.697545845948386,0.683038672941007,0.684170114551374,0.208671370189923,0.208126452913967,0.209304560602143,LLL,mid_line,1,1,1,0
0.640066225367718,0.61185914291348,0.595395864752751,0.306182762582408,0.323599461889152,0.325621143987641,LLL,near_load,1,1,1,0
0.55560378021222,0.555499830503901,0.555759248840727,0.491183454069741,0.491453564416781,0.491476688018319,LLLG,mid_line,1,1,1,1
0.190442767357333,0.190480574908273,0.190511543319719,1.13098944086812,1.13077640163736,1.13073930633569,NOFAULT,mid_line,0,0,0,0
1.08613542260567,0.876229776650608,0.819364378007597,0.142594026168402,0.176051643791497,0.192741519828732,LLLG,near_source,1,1,1,1
1.11648154052985,0.857945910756476,0.817613020331675,0.160665128540947,0.529795375110442,0.563717411106645,LLLG,near_source,1,1,1,1
0.451334953970568,0.199268806690476,0.538216783879202,0.472191079831676,1.1123547332767,0.511218135164287,LLG,near_load,1,0,1,1
0.500396601790425,0.16189227430553,0.217193982664014,0.416925867175807,1.09711473374204,1.13531350844443,LG,mid_line,1,0,0,1
0.158534194149586,0.225827067012171,0.430314997867979,1.08647792194697,1.14191384604315,0.538338190511322,LG,near_load,0,0,1,1
0.591557666972219,0.563154458314992,0.547950518520489,0.374343091066838,0.507429144165271,0.53013044915617,LLL,near_load,1,1,1,0
0.748078639755136,0.190165070510415,0.872898175473653,0.775197355764515,1.13136264563137,0.665233939606782,LL,near_source,1,0,1,0
